src\main\java\junit\extensions\ActiveTestSuite.java,src\main\java\junit\framework\Assert.java,1
src\main\java\junit\extensions\ActiveTestSuite.java,src\main\java\junit\framework\TestCase.java,1
src\main\java\junit\extensions\ActiveTestSuite.java,src\main\java\junit\framework\TestSuite.java,1
src\main\java\junit\extensions\ActiveTestSuite.java,src\main\java\junit\runner\BaseTestRunner.java,2
src\main\java\junit\extensions\ActiveTestSuite.java,src\test\java\junit\tests\framework\AssertTest.java,1
src\main\java\junit\extensions\TestDecorator.java,src\main\java\junit\framework\Test.java,2
src\main\java\junit\extensions\TestDecorator.java,src\main\java\junit\framework\TestCase.java,2
src\main\java\junit\extensions\TestDecorator.java,src\main\java\junit\framework\TestSuite.java,2
src\main\java\junit\extensions\TestDecorator.java,src\main\java\junit\runner\Version.java,1
src\main\java\junit\extensions\TestDecorator.java,src\test\java\junit\tests\extensions\ExtensionTest.java,2
src\main\java\junit\extensions\TestDecorator.java,src\test\java\junit\tests\framework\SuiteTest.java,2
src\main\java\junit\extensions\TestDecorator.java,src\test\java\junit\tests\framework\TestCaseTest.java,2
src\main\java\junit\extensions\TestDecorator.java,src\test\java\junit\tests\framework\TestImplementorTest.java,1
src\main\java\junit\framework\Assert.java,src\main\java\junit\framework\ComparisonFailure.java,3
src\main\java\junit\framework\Assert.java,src\main\java\junit\framework\TestCase.java,2
src\main\java\junit\framework\Assert.java,src\main\java\junit\framework\TestFailure.java,1
src\main\java\junit\framework\Assert.java,src\main\java\junit\framework\TestResult.java,1
src\main\java\junit\framework\Assert.java,src\main\java\junit\framework\TestSuite.java,1
src\main\java\junit\framework\Assert.java,src\main\java\junit\runner\BaseTestRunner.java,1
src\main\java\junit\framework\Assert.java,src\main\java\junit\runner\Version.java,2
src\main\java\junit\framework\Assert.java,src\main\java\junit\textui\ResultPrinter.java,1
src\main\java\junit\framework\Assert.java,src\main\java\junit\textui\TestRunner.java,2
src\main\java\junit\framework\Assert.java,src\main\java\org\junit\Assert.java,1
src\main\java\junit\framework\Assert.java,src\test\java\junit\tests\AllTests.java,1
src\main\java\junit\framework\Assert.java,src\test\java\junit\tests\framework\AssertTest.java,5
src\main\java\junit\framework\Assert.java,src\test\java\junit\tests\framework\ComparisonFailureTest.java,1
src\main\java\junit\framework\Assert.java,src\test\java\junit\tests\framework\DoublePrecisionAssertTest.java,1
src\main\java\junit\framework\Assert.java,src\test\java\junit\tests\runner\BaseTestRunnerTest.java,1
src\main\java\junit\framework\Assert.java,src\test\java\junit\tests\runner\TextFeedbackTest.java,2
src\main\java\junit\framework\Assert.java,src\test\java\junit\tests\runner\TextRunnerTest.java,1
src\main\java\junit\framework\Assert.java,src\test\java\org\junit\tests\assertion\AssertionTest.java,1
src\main\java\junit\framework\Assert.java,src\main\java\org\junit\internal\InexactComparisonCriteria.java,1
src\main\java\junit\framework\Assert.java,src\main\java\org\junit\internal\ComparisonCriteria.java,1
src\main\java\junit\framework\AssertionFailedError.java,src\main\java\junit\framework\ComparisonFailure.java,1
src\main\java\junit\framework\AssertionFailedError.java,src\main\java\junit\framework\TestFailure.java,1
src\main\java\junit\framework\AssertionFailedError.java,src\test\java\junit\tests\framework\AllTests.java,1
src\main\java\junit\framework\AssertionFailedError.java,src\test\java\junit\tests\framework\AssertionFailedErrorTest.java,1
src\main\java\junit\framework\ComparisonCompactor.java,src\main\java\junit\framework\ComparisonFailure.java,1
src\main\java\junit\framework\ComparisonCompactor.java,src\main\java\junit\textui\TestRunner.java,1
src\main\java\junit\framework\ComparisonCompactor.java,src\test\java\junit\tests\framework\AllTests.java,1
src\main\java\junit\framework\ComparisonCompactor.java,src\test\java\junit\tests\framework\ComparisonCompactorTest.java,1
src\main\java\junit\framework\ComparisonCompactor.java,src\test\java\junit\tests\framework\ComparisonFailureTest.java,1
src\main\java\junit\framework\ComparisonFailure.java,src\main\java\junit\framework\TestCase.java,1
src\main\java\junit\framework\ComparisonFailure.java,src\main\java\junit\framework\TestFailure.java,1
src\main\java\junit\framework\ComparisonFailure.java,src\main\java\junit\runner\Version.java,1
src\main\java\junit\framework\ComparisonFailure.java,src\main\java\junit\textui\ResultPrinter.java,1
src\main\java\junit\framework\ComparisonFailure.java,src\main\java\junit\textui\TestRunner.java,2
src\main\java\junit\framework\ComparisonFailure.java,src\test\java\junit\tests\framework\AllTests.java,1
src\main\java\junit\framework\ComparisonFailure.java,src\test\java\junit\tests\framework\AssertTest.java,2
src\main\java\junit\framework\ComparisonFailure.java,src\test\java\junit\tests\framework\ComparisonCompactorTest.java,1
src\main\java\junit\framework\ComparisonFailure.java,src\test\java\junit\tests\framework\ComparisonFailureTest.java,1
src\main\java\junit\framework\ComparisonFailure.java,src\test\java\junit\tests\runner\BaseTestRunnerTest.java,1
src\main\java\junit\framework\ComparisonFailure.java,src\test\java\junit\tests\runner\TextFeedbackTest.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\junit\framework\JUnit4TestAdapterCache.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\junit\runner\Version.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\org\junit\Assert.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\org\junit\internal\requests\ClassRequest.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\org\junit\internal\runners\JUnit38ClassRunner.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\org\junit\runner\Description.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\org\junit\runner\Request.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\org\junit\runner\Runner.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\test\java\junit\tests\framework\SuiteTest.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\test\java\org\junit\tests\AllTests.java,2
src\main\java\junit\framework\JUnit4TestAdapter.java,src\test\java\org\junit\tests\assertion\AssertionTest.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\test\java\org\junit\tests\description\AnnotatedDescriptionTest.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\test\java\org\junit\tests\experimental\AssumptionTest.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\test\java\org\junit\tests\junit3compatibility\SuiteMethodTest.java,4
src\main\java\junit\framework\JUnit4TestAdapter.java,src\test\java\org\junit\tests\manipulation\SingleMethodTest.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\test\java\org\junit\tests\manipulation\SortableTest.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\test\java\org\junit\tests\running\methods\TimeoutTest.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\org\junit\experimental\max\MaxCore.java,1
src\main\java\junit\framework\JUnit4TestAdapter.java,src\main\java\org\junit\rules\ExternalResource.java,1
src\main\java\junit\framework\Test.java,src\main\java\junit\framework\TestCase.java,2
src\main\java\junit\framework\Test.java,src\main\java\junit\framework\TestSuite.java,2
src\main\java\junit\framework\Test.java,src\main\java\junit\runner\Version.java,1
src\main\java\junit\framework\Test.java,src\test\java\junit\tests\extensions\ExtensionTest.java,2
src\main\java\junit\framework\Test.java,src\test\java\junit\tests\framework\SuiteTest.java,2
src\main\java\junit\framework\Test.java,src\test\java\junit\tests\framework\TestCaseTest.java,2
src\main\java\junit\framework\Test.java,src\test\java\junit\tests\framework\TestImplementorTest.java,1
src\main\java\junit\framework\TestCase.java,src\main\java\junit\framework\TestSuite.java,2
src\main\java\junit\framework\TestCase.java,src\main\java\junit\runner\BaseTestRunner.java,1
src\main\java\junit\framework\TestCase.java,src\main\java\junit\runner\Version.java,2
src\main\java\junit\framework\TestCase.java,src\main\java\junit\textui\TestRunner.java,1
src\main\java\junit\framework\TestCase.java,src\test\java\junit\tests\extensions\ExtensionTest.java,2
src\main\java\junit\framework\TestCase.java,src\test\java\junit\tests\framework\AssertTest.java,1
src\main\java\junit\framework\TestCase.java,src\test\java\junit\tests\framework\SuiteTest.java,2
src\main\java\junit\framework\TestCase.java,src\test\java\junit\tests\framework\TestCaseTest.java,4
src\main\java\junit\framework\TestCase.java,src\test\java\junit\tests\framework\TestImplementorTest.java,1
src\main\java\junit\framework\TestCase.java,src\test\java\junit\tests\runner\AllTests.java,1
src\main\java\junit\framework\TestCase.java,src\test\java\junit\tests\runner\BaseTestRunnerTest.java,1
src\main\java\junit\framework\TestCase.java,src\test\java\junit\tests\runner\TextRunnerSingleMethodTest.java,1
src\main\java\junit\framework\TestCase.java,src\test\java\junit\tests\runner\TextRunnerTest.java,1
src\main\java\junit\framework\TestFailure.java,src\main\java\junit\runner\BaseTestRunner.java,2
src\main\java\junit\framework\TestFailure.java,src\main\java\junit\textui\ResultPrinter.java,1
src\main\java\junit\framework\TestFailure.java,src\main\java\junit\textui\TestRunner.java,2
src\main\java\junit\framework\TestFailure.java,src\main\java\org\junit\experimental\theories\internal\ParameterizedAssertionError.java,1
src\main\java\junit\framework\TestFailure.java,src\main\java\org\junit\internal\ArrayComparisonFailure.java,1
src\main\java\junit\framework\TestFailure.java,src\main\java\org\junit\runner\notification\Failure.java,2
src\main\java\junit\framework\TestFailure.java,src\test\java\junit\samples\money\Money.java,2
src\main\java\junit\framework\TestFailure.java,src\test\java\junit\samples\money\MoneyBag.java,1
src\main\java\junit\framework\TestFailure.java,src\test\java\junit\tests\framework\SuiteTest.java,1
src\main\java\junit\framework\TestFailure.java,src\test\java\junit\tests\runner\StackFilterTest.java,1
src\main\java\junit\framework\TestFailure.java,src\test\java\junit\tests\runner\TextFeedbackTest.java,1
src\main\java\junit\framework\TestFailure.java,src\test\java\org\junit\tests\experimental\rules\EventCollector.java,1
src\main\java\junit\framework\TestResult.java,src\main\java\junit\runner\BaseTestRunner.java,1
src\main\java\junit\framework\TestResult.java,src\main\java\junit\textui\TestRunner.java,2
src\main\java\junit\framework\TestResult.java,src\test\java\junit\tests\AllTests.java,1
src\main\java\junit\framework\TestResult.java,src\test\java\junit\tests\framework\TestImplementorTest.java,1
src\main\java\junit\framework\TestResult.java,src\test\java\junit\tests\runner\StackFilterTest.java,1
src\main\java\junit\framework\TestSuite.java,src\main\java\junit\runner\BaseTestRunner.java,2
src\main\java\junit\framework\TestSuite.java,src\main\java\junit\runner\Version.java,2
src\main\java\junit\framework\TestSuite.java,src\main\java\org\junit\internal\runners\JUnit38ClassRunner.java,1
src\main\java\junit\framework\TestSuite.java,src\main\java\org\junit\runner\JUnitCore.java,1
src\main\java\junit\framework\TestSuite.java,src\test\java\junit\tests\extensions\ExtensionTest.java,2
src\main\java\junit\framework\TestSuite.java,src\test\java\junit\tests\framework\AssertTest.java,1
src\main\java\junit\framework\TestSuite.java,src\test\java\junit\tests\framework\SuiteTest.java,7
src\main\java\junit\framework\TestSuite.java,src\test\java\junit\tests\framework\TestCaseTest.java,2
src\main\java\junit\framework\TestSuite.java,src\test\java\junit\tests\framework\TestImplementorTest.java,1
src\main\java\junit\framework\TestSuite.java,src\test\java\org\junit\tests\junit3compatibility\JUnit38ClassRunnerTest.java,1
src\main\java\junit\framework\TestSuite.java,src\main\java\org\junit\runners\model\TestClass.java,1
src\main\java\junit\framework\TestSuite.java,src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java,1
src\main\java\junit\framework\TestSuite.java,src\main\java\org\junit\experimental\max\MaxHistory.java,1
src\main\java\junit\framework\TestSuite.java,src\test\java\junit\tests\framework\ThreeTestCases.java,3
src\main\java\junit\framework\TestSuite.java,src\main\java\org\junit\internal\MethodSorter.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\main\java\junit\runner\TestRunListener.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\main\java\junit\textui\TestRunner.java,4
src\main\java\junit\runner\BaseTestRunner.java,src\main\java\org\junit\experimental\theories\internal\ParameterizedAssertionError.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\main\java\org\junit\runner\JUnitCore.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\main\java\org\junit\runner\notification\Failure.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\test\java\junit\samples\money\Money.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\test\java\junit\samples\money\MoneyBag.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\test\java\junit\tests\AllTests.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\test\java\junit\tests\framework\AssertTest.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\test\java\junit\tests\framework\SuiteTest.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\test\java\junit\tests\framework\TestImplementorTest.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\test\java\junit\tests\runner\BaseTestRunnerTest.java,1
src\main\java\junit\runner\BaseTestRunner.java,src\test\java\junit\tests\runner\StackFilterTest.java,2
src\main\java\junit\runner\BaseTestRunner.java,src\test\java\junit\tests\runner\TextRunnerTest.java,1
