154,306
225,305
290,302
353,291
103,270
65,203
125,207
153,239
198,260
251,248
320,237
194,215
224,217
276,206
171,195
203,185
219,188
198,172
211,178
237,194
125,170
168,157
169,157
212,158
228,166
76,134
141,117
111,62
189,127
234,125
198,75
249,82
274,152
297,103
186,31
296,27
321,173
348,64
371,135
381,216
438,238
429,183
429,130
452,73
479,271
518,287
565,320
628,323
692,286
571,278
623,264
484,201
515,229
551,236
481,160
517,183
494,111
518,75
491,30
544,202
589,231
662,223
514,149
536,123
547,173
544,156
571,206
551,12
611,10
566,176
558,160
556,143
575,155
587,176
611,203
611,161
668,164
565,68
573,109
594,129
644,117
618,84
666,33
699,85
