52,270
38,248
75,287
35,217
35,187
55,162
73,260
63,231
60,201
71,172
77,150
85,210
96,186
93,162
105,298
99,271
97,238
99,135
110,105
113,78
133,309
127,283
129,255
119,216
124,194
117,167
118,144
135,156
130,119
134,91
123,51
148,35
161,317
190,320
158,291
159,262
147,230
149,198
178,287
223,317
258,315
283,316
306,319
331,322
363,317
394,306
372,303
417,293
209,291
193,259
175,236
241,292
273,295
294,301
320,302
348,304
218,263
243,267
262,274
296,280
321,280
345,279
364,280
392,287
410,274
427,265
382,272
290,258
311,261
335,262
353,260
377,255
398,260
262,256
146,177
180,201
195,218
213,229
233,240
169,180
166,155
150,138
168,130
137,66
159,105
179,110
403,240
417,251
438,239
423,224
441,221
434,207
462,217
453,198
494,208
442,180
480,192
504,185
519,196
449,159
462,170
487,162
515,164
537,175
442,137
465,141
492,135
517,137
546,144
159,78
182,88
199,99
161,52
185,60
203,78
228,88
256,84
179,20
203,35
220,56
210,14
245,62
270,67
293,80
236,33
261,37
242,13
277,21
302,61
321,68
349,59
375,78
396,92
422,108
451,110
478,113
293,41
311,25
327,46
345,36
367,50
394,68
397,48
381,33
424,83
465,91
491,86
511,106
541,119
422,62
449,68
414,35
449,35
477,66
474,42
501,59
518,74
533,99
270,188
260,173
269,157
292,193
279,170
300,180
317,196
338,196
320,186
302,166
293,150
324,170
322,154
339,177
359,187
348,164
