4.05,10.35
5.15,10.25
5.9,9.6
6.75,8.95
6.85,7.75
5.9,8.35
5.15,8.8
4.6,9.35
3.85,9.3
3.2,10.05
2.45,9.45
3.15,8.7
4.5,8.6
4.75,8.15
4.0,8.55
4.25,8.2
4.45,7.8
4.0,7.65
3.8,8.15
2.1,8.35
2.95,7.5
2.3,6.9
3.8,6.9
3.65,6.1
4.95,6.85
5.6,7.55
6.1,6.75
4.95,6.15
12.45,11.5
13.7,11.6
15.05,11.85
16.3,11.05
15.15,10.65
14.05,10.7
12.75,10.25
11.55,10.45
10.9,8.95
12.2,9.0
11.3,7.6
12.5,7.5
12.45,5.95
14.05,5.2
13.75,6.45
13.6,7.6
13.15,8.8
13.75,9.6
14.45,9.7
15.65,9.8
16.8,9.9
15.1,9.15
14.4,9.0
13.95,8.85
13.85,8.4
14.3,8.55
14.7,8.5
14.3,8.0
14.55,6.85
15.2,7.6
15.75,8.3
17.05,8.55
16.7,7.0
15.6,6.6
15.6,5.45
